नहीं .	లేదు .
पर अब लगता है भूल ने के लिए भी कोई अ ंग हिला ने का कार य कर म होगा ही नहीं .	కానీ ఇపపుడు అసలు డా నస చేసే అవకా శ మే ఉండే లా లేదు .
मेरे वि चार में ह ल के ज हर के लिए तुम अभी छो टी हो .	నీకు ఇంకా మ ద యం తా గే వయ సు రాల ేదు .
खैर , उनहें पसंद आए या न आए , मुझे हमारे काम पर गर व है .	పో ని లే , కానీ వాళ లకు న చచి నా న చచ క పోయి నా మనం ఇకకడ చేసిన ది చూ సి నాకు గర వ ంగా ఉంది .
पर मैं पर भा वि त हुआ हूँ . तुम दोनों ने बहुत अचछा काम किया है .	కానీ చాలా బాగుంది . మీరు బా నే మే నే జ చేశారు .
वह खास म जे दार नहीं लग रहा . वे परा ण ी जो कर रहे हैं वह जयादा म जे दार लग रहा है .	వాళళు అకకడ చే సతునన దాని క ననా ఈ పని సర దా గా ఉండే లా లేదు .
वे पकका अपने लिए कोई नया घर ढूँढ रहे होंगे .	అవి వాటి కోసం ఒక కొతత ఇంటి ని వె తు కు తూ అ కకడికి వెళలి ఉంటా యి లే .
ठीक है , बा य .	సరే , బె .
यहाँ कुछ खास तो नहीं हो रहा .	ఈ కార య కర మ ంలో అంత గొపప గా ఏం కనిపి ంచడం లేదు .
शर ब त ? वाह .	బ ల డ డ రి ంక ? వా వ .
मैंने तुमहें माफ किया .	నీ కష మా ప ణ ను నేను అ ంగ ీ కరి సతుననాను .
यह म जे दार हो सकता है . कया न जा रा है .	ఇకకడ బా నే ఉండే లా ఉంది . ఇ కకడి నుండి వయ ూ భలే ఉంది చూడు .
जब तक परा ण ी नहीं आ ते .	మి గ తా వారు వచచే వర కు ఎదు రు చూడ ొ చచు .
यह ख तर ना क हो सकता है .	మనం కూడా వెళ ి తే పరమా ద క రం కా గల దు .
कया यह कि शो र ों के अ ंग हिला ने के कार य कर म की छा तर आ यो जन स मि ति है ?	క ౌ మార ద శ డా నస సట ూ డె ంట ప లా ని ంగ క మి టీ ఇదే నా ?
दो , तीन , चार .	రెండు , మూ డు , నాలు గు .
मेरा मान ना है कि यह छ ल है .	నాకు నువవు అబ దధ ం చెప తుననావు అనిపి సతోంది .
बताओ भी , मि श रि त कॉ फी लेकर बताओ गे ?	చెపపు , నీ ఆలోచ న లకు సా య పడ డానికి బ లె ండ ె డ కా ఫీ కా వ ాలా ?
- यह जगह अचछी हो सकती है . - यह अ ंग हिला ने के कार य कर म के लिए सही जगह नहीं है .	- ఇకకడ బాగానే ఉండే లా ఉంది . - ఇది డా నస వెన యూ కాదు .
हम बस म जे कर रहे हैं .	మేము సర దా గా ఎ ం జా య చేసతుననా ం అంతే .
यह नहीं हो पा ए गा . हमें अ ंग हिला ने के कार य कर म के लिए कोई जगह नहीं मिले गी .	ఇది అ సా ధ యం . మనకు డా నస వెన యూ దొ రి కే అవకా శ మే లేదు .
हैलो , यु वा परा ण ि यों . कया अब हम लोग किसी शि कष ा सं स था प श चा त कार य कर म का हि ससा बन गए हैं ?	హలో , పిలల లూ . మీరు ఏదెనా ఆ ఫ టర స కూ ల పర ో గరా మ మీద వచచా రా ?
खुशी और ग म , साह स और डर	సంతోష ం ఇంకా వి చా రం , ధ ె ర యం అలాగే భ యం
हे मेरे ल ॉर ब पर भ ु . यह तो बहुत ही छो टी कहानी थी .	ఓ రి , లా ర బ . మీ క థ చాలా చినన ది .
वह आवा ज मैंने नहीं निका ली .	అది నా కే క కాదు .
मेरे खया ल से , हाँ .	అయ యు ండ ొ చచు .
तुम मेरी बात समझ रही हो ?	నేను చెపపే ది నీకు అరథం అవు తుంది కదా ?
मैं तुमहारे साथ अ ंग हिला ने के कार य कर म की ख री द दा री करने जाने का इंतजार कर रहा हूँ .	పరా మ డా నస కోసం నీ తో ఎ పపుడు డా నస కి వెళ తా నా అని ఉంది .
और भे जे आ रहे हैं .	మరి నని మె ద డు లు తీసు కొ సతుననాను .
कह तो ठीक रहे हैं .	ఆ విష యానని నేను కూడా కా ద న లేను .
हाँ . नहीं दिया .	లేదు . మనం ఏం ఆలోచి ంచ లేదు .
वहाँ का एक अजीब सा अ ंग हिला ने का तरी का है जो खतम होने की याद करवा ता है .	గురతు చేసు కు ంట ూ ఒక పా త డా నస మూ వ ఒకటి ఉంది .
मेरा बर फ जैसा ठ ं डा ख ून का प ं प या नि दिल मुझे दूसरे परा ण ि यों को खा ने पर म जब ूर करता है .	నా క ఠ ో ర మెన గు ండ ె నేను ఇ తరు ల రక తా నని తా గే లా చే సతోంది .
और . . .	ఆ తరవాత . . .
कया कहा तुमने ?	ఏమ ననా వు ?
बहुत पसंद था .	ఏ ర పాటు చేయడం చాలా సర దా .
अ ंग हिला ने के कार य कर म के लिए के यर फु ल ना ओ में कि तने कि शो र परा ण ी आ सकते हैं ?	కే ర ఫ ు ల నవ ఇపపుడు ఎంత మంది కు ర రా ళళు డా నస చే సతే త టటు కో గల దు ?
और पू रण वय सक परा ण ी के बीच में एक खास च रण होता है जि से एक परा ण ी की भा वना त म क या त रा में	మధయ ఒక మనిషి కి మా న సి కంగా అత య ంత ఇ బబంది కర మెన ది గా
हमने उसे कोई म जे दार नाम नहीं दिया ना ?	దానికి పేరు పెటట ే ట పపుడు మంచి పేరు పెటట ాలని మనం పెదద గా ఆలోచి ంచ లేదు కదా ?
मेरा अं दा जा . जयादा तर दर शक .	నా అ ంచ నా చెప తాను . దా దా పు గా అందరూ అదే ఊ హి ంచి ఉంటా రు .
आकर ष क परा ण ी आकर ष क चीजें करते हैं	హా ట బీ యి ంగ స డ ూ హా ట థ ి ంగ స
अ भ ि वाद न .	హలో .
अब तुम खतम .	ఇక నువవు చచ చే సమ య మెంది .
याद रख ने ला य क एक रात	అంద రికీ గురతు ండి పో యే రాతరి అయి పో తుంది
फिर कया हुआ था ?	ఏ మెంది ?
जिस में " डै ं प वा यर स " शा मिल नहीं है .	వే రే విషయ ాల గురించి కూడా మాటలాడ గ లు గు తుననా .
बचचे परा ण ी	ప సి త నం అలాగే మధయ వయ సు కు
वे मिल कर काफी सारे अ ंग हो जाएँगे .	అంటే చాలా మ ందే .
चाहते हैं कहना जयादा हो गया .	అనుకో వడం కాదు .
तुमहारा ही न ु क सान है .	నీ న ష టం .
इन हें मजा आता लग रहा है ?	చూ సతు ంటే ఎవరెనా ఎ ం జా య చే సతునన టటు గా కనిపి సతు ందా ?
सबसे अचछे दोसत ों वाला अ ंग हिला ना करें ?	బె సట ఫ రెండ డా నస ?
ने थ न ड बल यू पा इ ल की पु स तक श ृ ं ख ला पर आ धा रि त	నే థ న డబ ల యూ పె ల రా సిన పు సత క సి రీ స ఆ ధా ర ంగా రూ పొ ంది ంచ బడి ంది
सबसे अचछे दोसत ों वाला अ ंग हिला ना .	బె సట ఫ రెండ డా నస .
