नहीं .	లేదు .
और उनके पहले ही मि शन पर , खुद को और अपने दल को मर वा दे .	వాళల మొదటి మి షన లోనే అతను ఇంకా అతని సి బబంది చని పో వ డా నని నేను ఊ హి ంచుకో లేను .
वह अचछी नहीं गई .	వాళల పరయత నం ఫ లి ంచ లేదు .
उसने कुछ नहीं कहा कयोंकि उसकी माँ भी फोन पर थीं .	అంటే , తను ఏమీ మాటలాడ లేదు ఎందుకంటే ఆమె తల లి కూడా అదే ఫో ను వి ంట ో ంది .
तुम और तुमहारे लड के बच गए , रो जी .	నీ కూ ఇంకా మీ సి బబంది కి ఈ రూ ల వర తి ంచ దు , రో సీ .
थो डे का ग ज ले आओ .	ఏదెనా పే పర తీసుకు రండి .
- कि वे थ ॉर प ऐ ब ट स लौट आए थे . - क वि न और बे इ ली !	- వాళలు థ ో ర ప ఆ బో ట స సథా వ రా నికి తి రి గొ చచా రు . - క విన ఇంకా బె యి లీ !
लॉ ग में यह दर ज करना कि 4 5 वा ं वि ंग आई पी के लिए मो ड च ूक गया .	4 5 వ బ ృ ంద ం మొదటి గా దా డి జ రి గే పర దేశం వెపు మ లు పు తి రగ డం మి స అయి ందని లా గ లో రా య ండి .
हम कब कोई बडी कार र वाई करेंगे ?	మనం మరి ంత భా రీ యా కష న లోకి ఎ పపుడు వెళ తా ం ?
उनहें बाहर निका लो !	బయట కి లా గ ండి !
यह किस ने कहा ?	ఎవరు ఆ మాట అననా రు ?
शायद मैं . . .	నేను అనుకో వడం . . .
- अभी ! वापस अंदर जाओ ! - ए ! अंदर जाओ !	- వెంట నే ! లోప లి కి వెళల ండి ! - హేయ ! లోప లి కి వెళల ండి .
जयादा तर भ ग ौ ड ों को फिर से पक ड लिया गया है .	తపప ి ంచు కు ని పా రి పోయి న వారి లో చాలా మంది ని తిరిగి బం ధి ంచా ము .
कुछ लोग नए सै नि कों को जान ने से हि च कि चा रहे थे .	అందుకే మా వాళలు కొతత మి తరు లని పరి చ యం చేసుకో వడానికి సు ముఖ ంగా లే రు .
ब ॉल ट रे ट , पायलट के लिए .	పె లెట కి కి ంది భా గం గ నన ర స ందే శం .
और यह सि ल सि ला बार - बार चल ता रहे गा .	అలా అది నిర ంత రం మళలీ మళలీ కొ న సా గు తూ నే ఉంటుంది .
यह लो . शायद तुम सही कह रहे हो .	ఇది గో చూడు . ఆ శ బ ద ాలు బటటి అదే అనిపి సతోంది .
बिलकुल उ तने ही जर म नों ने दो दिन पहले मार गि रा ए थे .	రెండు రోజు ల కింద ట ఇదే సం ఖ య లో మన విమా నా లని జర మన లు దా డి చేసి నే ల కూ ల చా రు .
चि डी का द ै ल ला .	క ళ ా వర ప ది .
- ग ले म नि ट ज ! - उसका काफी ख ून बह रहा है !	- గ లె మని ట జ ! - రక తం పో తోంది !
उसे जो मैं यहाँ आने से पहले था .	ఇకకడికి రా క ముందు నేను .
और अब वह घर लौट सकता था .	ఇక ఇపపుడు అతను ఇంటికి వెళలి పో వచచు .
- सुरकष ित घर पहुँच ना ! - अ ल वि दा , लड कों !	- ఇంటికి కష ే మ ంగా వెళల ండి ! - తరువాత కలు దదాం , మి తరు లా రా !
हमारे पास भेज ने के लिए केवल 1 5 विमान थे .	మేము పం పి ంచ డానికి కేవలం ప ది హే ను విమా నాలు మాతరమే మి గి లా యి .
मुझे पू रे 1 00 व ें बॉ म ब गर ु प की अस था य ी क मान सौ ं पी गई है .	మొతత ం 1 00 వ బా ం బ గర ూ ప కి తా త క ాలి క క మా ండ అ ధి కా రి గా ఆయన సథా నం లో ననను నియ మి ంచారు .
उनहें पू रे साल केवल आ लू और श लग म खिला ए जाते थे .	ఏ డా ది పొ డ వు నా అకకడ వారి ఆ హా రం ఆ లు గ డ డ లు ఇంకా ము లల ం గి దు ం ప లు మాతరమే .
इन छो टे च मत कार ों के लिए ई श वर का धनयवाद .	సరే , ఈ చినన చినన అదభు త ాల గురించి దేవు డి కి థాంక స చెపప ాలి .
सु पर भा त , स जज नों .	గు డ మార ని ంగ , జె ంటి ల మెన .
उनका विमान पूरी तरह से निय ं तर ण से बाहर हो गया था .	వాళల విమానం పూరతి గా అ దు పు తపప ి ంది .
उसे और कुछ चि ट ठ ियाँ लि ख नी हैं , सर .	తను ఉ తత ర ాలు రా య ాల సిన వాళలు ఇం కొ ంత మంది ఉననారు , సర .
लं च 1 2 ब जे मिले गा .	మ ధ యా హ నం వే ళ భ ో జ నం ఉంటుంది .
एक और सक ॉ च , ग ॉर ड न ?	ఇం కో స కా చ తా గు తా వా , గో ర డ న ?
चलो चल ें !	పద ండి వెళ దాం !
न ही भ वि ष य में कोई भाग ने की कोशिश करे .	తపప ి ంచుకో వాల నే పరయత నాలు చేయ వ దద ని మీ వాళల కి హె చచ రి ంచండి .
वह अब भी लि ख रहा है ?	అతను ఇంకా ఉ తత ర ాలు రా సతుననా డా ?
सं गी त ब ज रहा है .	ఇది మ యూ జి క .
और यह सुनो :	ఇంకా ఇది విన ండి :
हमें इसे डॉ क टर के पास ले जाना होगा .	త నని డా క టర కి చూపి ంచాలి .
पर वह तब होगा अगर हम यहाँ से निकल ेंगे .	అది కూడా మనం బయట పడి న పపుడే .
ऐसा लग ने लगा था कि कम ब खत ला ल मि शन ला इट कभी बु झ ती ही नहीं थी .	ఆ రె డ మి షన లెట ఎ పపటి కీ ఆ రే లా కనిపి ంచ లేదు .
जर म नी में और मि श नों का मतलब था , और ह ता ह त ें .	జర మ నీ మీద ఎ నని ఎకకువ దా డు లు చే సతే అనని ఎకకువ పరా ణ ాలు పో తుననా యి .
थोडा पा नी दो गे ?	కొ ద ది గా నీ ళలు ఇవవ గల వా ?
और फिर ती स री बार .	ఇంకా మూ డో సారి ఫోన చేశా ను .
मुझे कर न ल बै ने ट के विमान से ह रे फ ले यर दिख रहे हैं . ओ वर .	కల న ల బె నన ె ట విమానం నుండి ము ందుకు సా గ ాలని సూ చి సతూ ఆ కు ప చచ మ ంట లు కనిపి సతుననా యి . ఓ వర .
सारे यह ू दी यु द ध कै दि यों की सू ची बना ऊँ .	మూ డో సట ాల గ లు ఫ త లో ఉనన ఖ ె దీ లలో యూ దు లని గుర తి ంచ ాల సి ఉంది .
बीच - बीच में , कुछ ऐसा होता था जिस से पूरा बे स उ त सा हि त हो जाता था .	అ పపుడ పపుడు , ఏదో త మా షా సం ఘ టన జరుగు తుంది , అది మా సథా వ రం లో మొతత ం అంద రి నీ ఉ త తే జి తు లని చేసే సతుంది .
किसी ने देखा कौन गा य ब है ?	ఎవరి విమానం నే ల కూ లి ందో ఎవరెనా చూశా రా ?
जब कि उ च च अधि का रि यों ने द ौ रे के बीच में ही उनके लिए गि न ती बढ ा दी ?	నేను ఇంటికి వెళలి ఎలా పర శా ంత ంగా ని దర పో గలను ?
तुमने कया कहा था , इस सू प में कया है ?	సూ పు లో ఏం ఉ ందని చెపపా వు ?
अरे .	సరే లే .
चलो .	పద ండి .
एक , दो , तीन .	ఒకటి , రెండు , మూ డు .
हाँ .	అవును .
धत .	ఛ .
उनहोंने सब को मार डा ला . . .	వాళలు మొతత ం అంద రి నీ కాల చి చం పే శా రు . . .
- आ ख िर कार . - मर फी .	- మొ త తా నికి వచచా యి . - మర ఫీ .
उस कम ब खत बा ड के	అ నా రో గ య ంతో
जयादा पास . . .	చి కకి శ ల య మె పో తా వు . . .
पर मैं ऐसा आदमी नहीं हूँ जो किसी को ऐसे मि शन पर जाने का आ देश दे जिस पर मैं खुद उडा न नहीं भर ूँगा ,	నేను స వయ ంగా విమానం న డ ప కుండా ఏ ఒకక రికీ ఆ దే శ ాలు ఇ చ చే మనిషి ని కా ను ,
ए , मे जर !	హేయ , మే జర లూ !
पर कया तुम घर जाना नहीं चाहते ?	కానీ మీకు ఇంటికి తిరిగి వెళల ాలని ఉంటుంది కదా ?
फिर उसके ए वज में कोई और आए गा	ఆ తరువాత అతని సథా నం లో మర ొక రు భ ర తీ అవు తారు ,
तो फिर , ठीक है .	సరే అయితే .
तो फिर , ठीक है .	సరే అయితే .
नहीं , नहीं , तुम रुको . तुम रुको .	లేదు , లేదు , నువవు బాగానే ఉననావు . బాగానే ఉననావు .
जो ल ु फ ट व ॉ फ के किसी भी विमान से जयादा ते ज और बेहतर हैं .	అవి ఆ జర మన యు దధ విమా నా లలో పరతి ఒకక విమా నా ననీ ఈ పి - 5 1 విమా నాలు ఎదు ర కొ ని నే ల కూ ల చ గల వు .
- धनयवाद . - बस इतनी ही आई हैं , दोसत ों .	- థాంక యూ . - అంతే , బా బు లూ .
च ौ द ह ! एक गा य ब है !	పద నాలు గు ! ఒకటి నే ల కూ లి ంది !
चलो बर लि न चल ें .	మనం బె ర లి న వెళ దాం రండి .
बे स पर मौ जू द हर आदमी यह देख ने के लिए सा ँ स था मे इंतजार कर रहा था	మ ాలో పరతి ఒకక రూ ఎ ంతో ఉ త కం ఠ తో ఊ పి రి బి గ ప టటి
सत तर , शायद 8 0 सै निक बच कर भाग निक ले .	డె బ బె , లేదా బహుశా ఎ న భ ె మంది ఆ స ొ రం గం గు ండా పా రి పోయా రు .
यह खबर सब को दे दो .	ఈ విషయం మి గ తా అంద రికీ చెపపు .
कमी ना कहीं का !	చెతత వెధవ !
कमी ना कहीं का !	చెతత వెధవ !
सन 1 9 4 4 की शु रु आत में ही यह समझ आ गया था कि यू रो प पर आकर म ण आ सन न था .	యూ ర ప ఆ కర మ ణ అని వార యం అని 1 9 4 4 లోనే గర హి ంచారు .
मैंने जि तने भी पायलट ों को बी - 1 7 उडा ते देखा है , रो जी उन में बेह तरी न पायलट है . सबसे बेह तरी न है .	బి - 1 7 ని న డి పి న పె లె టలు అంద రి లో బె సట పె లెట రో సీ నే . ఎ పపటి కీ .
जै क , तुम ठीक हो ?	జా క , నువవు బాగానే ఉననా వా ?
इस ध ू मिल मौ सम में एक साल बि ता ने के बाद ,	ఈ పొ గ మ ంచు వా తా వర ణ ంలో ఏ డా ది గ డి పి న తరువాత మంచి వె చచ ని పర దేశం లో
आ राम से , आ राम से , समझ े ?	మ రే ం ఫర వాలేదు , మ రే ం ఫర వాలేదు , సరేనా ?
और भाग ने में मदद करने वाले	వాళల కి తపప ి ంచు కునే మా రగ ాలు చాలా తెలు సతా యి
ह ता ह त ों की सं खया बढ ने लगी और बे स का मन ो बल गिर ने लगा .	పరా ణ ాలు కో ల పోయి న వారి సం ఖ య పె రిగి పో తూ మా సథా వ రం లో అంద రి లో ఆ తమ సథ యి ర యం ద ె బబ తి ంట ో ంది .
कई सौ विमान . ह जार ों सै निक .	వ ంద ల సం ఖ య లో విమా నాలు . వే ల సం ఖ య లో మను ష ు లు .
मेरी यो जना है कि मैं मार ज के पास घर अपने सब अ ंग ों के साथ सला मत पहुँच ूँ .	నా ప లా న ఏమి ట ంటే పరా ణ ాల తో మార జ దగగర కి వెళల డ మే .
और अब हम हमारे नए पी - 5 1 के साथ यह कर सकते हैं	మనం అది సా ధి ంచ గల ం , ఎందుకంటే ఇపపుడు కొతత పి - 5 1 విమా నాలు మన చే తి లో ఉననాయి
उसे तु र ंत अस पता ल ले जाओ .	అత డిని తవర గా హా స పి టల కి తీసుకు వెళల ండి .
हमारी संभा वना एँ बढ ने लगी थीं .	గె లు పు అవకా శ ాలు మాకు అను కూ ల ంగా మార డం మొద లె ంది .
- शु भ रात रि . एक बार में पी यो . - ए , शु भ रात रि .	- గు డ నె ట . తా గు . - గు డ నె ట .
प ंद रह , 1 6 .	ప ది హే ను , పద హా రు .
वह ठीक है ?	ఇది బాగానే ఉందా ?
समझ गया .	కా పీ .
कल बर लि न पर सबसे भा री ब म बा री हुई .	యు దధ ంలో ఎపపుడూ లే న ంత గా ని నన బె ర లి న మీద దా డి జరిగింది .
तु र ंत बै रे क में लौ टो !	వెంట నే బా రా కస లోకి తిరిగి వెళల ండి !
कयोंकि उस दिन ढ े र ों सै निक मा रे गए थे .	ఎందుకంటే ఆ రోజు చాలా మంది సె ని కులు యు దధ ంలో పరా ణ ాలు కో ల పోయా రు .
वापस अंदर जाओ . अभी .	లోప లి కి తిరిగి వెళల ండి . వెంట నే .
और गे स टा पो उसे पक ड कर पर ता डि त करते , तो उनहें बच कर निकल ने वाले रा सत ों	అత డిని గె సటా పో పోలీసు లు పటటు కు ని బం ధి సతే ,
कल का मि शन .	రే పు మన మి షన ఉంది .
हो स के तो उल टी मत करो , बै नी .	నీకు కు ది రి తే దానని మి ం గే య , బె ననీ . అది పర ొ టీ న .
वापस अंदर जाओ !	లోప లి కి తిరిగి వెళల ండి !
लगता है वे आ धे जर म नी से ज मी नी हम ला कर रहे हैं .	చూడ బో తే జర మన లు స గం జర మన భ ూ భా గం నుండి శ తరు విమా నా లని పం పి ంచా రే మో అనిపి సతోంది .
कि हमें कितनी भा री की मत चुका नी प डी है .	ఆ మి షన ఎంత మంది పరా ణ ాలు తీ సతు ందా అని అ ంచ నాలు వే య డం మొద లు పెటటా రు .
तुमहें दोबारा कभी उडा न भर ने का मौ का नहीं मिल ता है .	విమానం న డ ప డానికి అవకా శం ఉండ దు .
और ह ता ह त ों का मतलब था , ए वज में और सै निक .	ఎకకువ మంది పరా ణ ాలు కో ల పో తు ంటే అంత మంది ని తిరిగి భ ర తీ చేయ ాల సి వ సతోంది .
कु त ते को रो को ! उसे छु डा ओ !	ఆ కు కక ని లా గ ండి ! అతని మీద నుండి తపప ి ంచండి !
अपना फै सला लेना चाहिए .	మీరు నిరణ యం తీసు కుంటా రని ఆ శి సతుననాను .
तुम बस इन परि स थि ति यों के कारण ऐसा कह रहे हो .	ఇకకడ నాకు అదే అనిపి సతోంది .
चलो जलदी करो , लड कों .	మనం తవర గా ఇది ము గి ంచాలి , కు ర రా ళ లూ .
सर परा इ ज मु आ य ना .	హ ఠ ా తతు గా గు మి గ ూ డ మ ంటుననా రు .
और फिर मैं . . .	ఇంకా తరువాత కూడా నేను . . .
ह टो !	క దల ండి !
ठीक है .	సరే .
ठीक है .	సరే .
ती स मि शन कर रहे हैं .	దానిని 2 5 నుండి 3 0 కి పె ంచ బో తుననారు .
फिर से बर लि न ?	మళలీ బె ర లి న మీద దా డు లా ?
अंदर जाओ !	లోప లి కి వెళల ండి !
शायद अग ली बार .	బహుశా మళలీ సారి వ సతు ందే మో .
- और ऑ फि सर बा ई ं तरफ . - ये बचचे हैं .	- నా కు డి వెపు ఇంకా ఆ ఫీ సర లు నా ఎడ మ వెపు ఉండాలి . - పిలల లు , బా బు .
बै रे क में लौ टो !	తిరిగి బా రా కస లోకి వెళల ండి !
संभा वना एँ काफी कम थीं .	కష ే మ ంగా తిరిగి వచచే అవకా శ ాలు చాలా త కకువ .
धत तेरी की .	డా మి ట .
हम सभी को यु द ध से अपना धयान ह टा ना था .	మే మ ంతా యు దధ ం గురించి ఆలోచి ంచ కుండా వే రే వయా ప క ాలు పెటటు కో వాల సి వచచే ది .
ड मी ई ंट की दु क की है .	డ మ మీ నుంచి మన కి రెండు డె మ ండ లు వచచా యి .
अ ट ठा ई स ?	ఇ ర వె ఎ నిమి దా ?
चाह े ऐसे या वैसे .	ఒక ర కంగా అయి నా మర ొక ర కంగా అయి నా .
- सामने देखो . - भर ती किए गए सै निक मेरे दा ई ं तरफ आ एँ	- ముందు కే చూడ ండి . - జ వా ను లు
अभी नहीं .	ఇంకా అ పపుడే కాదు .
वह मु ं सटर था .	అది మా ం సటర మీద దా డి మి షన .
वैसे , तुम यहाँ	కానీ , నువవు ఇకకడ ే చని పో తా వు
बेहद खे द हो रहा है	మీకు చెపప డానికి చాలా చి ంతి సతుననాను ,
प ं खे देखो ! प ं खे देखो !	ఆ రె కక లు చె క చేయ ండి ! ఆ రె కక లు చె క చేయ ండి !
हाँ , जरूर .	అవును , ఖచచితంగా అదే .
चलो !	వెళల ండి !
आ ठ , नौ , दस .	ఎ నిమి ది , తొ మ మి ది , ప ది .
बा रह , 1 3 , 1 4 ,	ప నన ె ండు , పద మూ డు , పద నాలు గు .
सच में ?	నువవు అడి గా వా ?
बर लि न ,	బె ర లి న న గ రం ,
ल कष य 3 0 से क ंड दूर है .	టా రగ ె ట కి సరి గగా ము పప ె సె క న ల దూ రం లో ఉననా ం .
हाँ !	బాగుంది !
यह सं वाह न की बात है .	ఇది పర స రణ .
शायद . . .	నేను అనుకో వడం . . .
अस सी ?	ఎ న భ ె మ ందా ?
तो वे क डी कार र वाई करेंगे .	ఇంత భా రీ సం ఖ య లో ఖ ె దీ లు పా రి పో వ డ ంతో అ పర మ తత ం అయ యా రు .
समझ गया .	సరే .
पी - 5 1 म सट ै ंग के आने से	పి - 5 1 మ సటా ంగ జె ట విమా నా లను మేము మో హ రి ంచడం వలల
बा ल टी का इस ते माल करो .	బ కె ట వాడు .
न तो आकर म ण होगा , न हो सकता है .	అందు కోసం మనం గ గ న తల ంలో సం ప ూ రణ ఆ ధి ప త యం సా ధి ంచ ాలని ఆయన ఆ దే శి ంచారు .
मैंने सुना है कि	బ రె మన మి షన లో పాల గొ నన 1 8 విమా నా లలో
मुझे भी .	నినను చూడ టం కూడా .
प च ची स . अब हम घर जाएँगे .	ఇ ర వె ఐ దు పూర తయ యా యి . మనం కష ే మ ంగా తిరిగి వెళ తుననాం .
यु द ध के कारण .	యు దధ ం .
यह लो .	ఇది గో తీసుకో .
हाँ , तुम थे .	అవును , మీరు బి జీ గా ఉననారు .
मुझे आ देश दि ए गए हैं कि मैं स टा लग ल ु फ ट I I I में मौ जू द	నాకు అ ంది న ఆ దే శ ాల పర కా రం
अग ली बार " मा सटर स ऑ फ दी ए यर " में	తరు వా యి భా గ ంలో
डा क की कोई खबर ?	ఉ తత రాల గురించి ఏమెనా సమా చా రం ఉందా ?
उसके पै र पक डो ! उसके पै र पक डो , चलो भी !	తన కా ళలు పటటు కో !
हर एक को .	చి వరి సె ని కు డి తో సహా .
किसी को कोई पर वाह नहीं है !	ఒకక రు కూడా !
मैं सा व धा न करना चा हूँ गा कि आप अपने आद मि यों को न तो कोई बद ले की कार र वाई करने द ें ,	ఎలా ంటి పర తీ కార దా డు ల కి పాల పడ వ దద ని
फिर वे सी धे नीचे गि रे .	కానీ తరువాత అది . . . అది నే రు గా నే ల వెపు దూ సు కె ళ లి ంది .
शा बा श .	ఇది గో దొ రి కా వు .
चलो . चलो .	వెళ దాం పద ండి . వెళ దాం పద ండి .
